0.7086837, 9.835381, 0.50757074
0.63206923, 9.816227, 0.50757074
0.51714754, 9.739613, 0.4405331
0.46926352, 9.595961, 0.45010993
0.22984336, 9.77792, 0.4213795
-0.2873042, 9.892841, 0.10534488
-0.24899697, 10.275913, 1.4652514
-0.2681506, 10.228029, 1.5131354
-0.29688102, 9.892841, 2.1643584
-0.30645782, 9.3661175, 2.4133554
-0.038307227, 11.33894, 3.3039982
-0.21068975, 12.5264635, 3.4955344
0.11492168, 9.576807, 2.767697
-0.22984336, 8.485051, 2.3942018
-0.45010993, 8.274361, 3.1411927
-0.15322891, 7.881712, 2.8538885
-0.7469909, 7.536947, 3.217807
-0.5267244, 7.776367, 3.86903
-0.46926352, 8.360553, 4.2521024
-0.6703765, 7.680599, 4.2904096
-1.1875241, 7.479486, 4.7405195
-0.7661445, 9.050082, 6.196194
-0.545878, 9.5385, 6.14831
0.30645782, 10.994174, 4.0797195
1.6184803, 15.1696615, 1.4173675
1.8770541, 6.7229185, 1.8483237
0.10534488, 5.3725886, -3.3327289
-2.873042, 11.702858, 1.5610195
-0.9672575, 9.375694, -0.6703765
0.19153613, 9.710882, 0.16280572
-0.20111294, 9.931149, 0.38307226
-1.5131354, 9.80665, -0.46926352
-1.7142484, 9.356541, -0.36391866
-0.63206923, 9.232041, -0.02873042
-0.6799533, 9.423578, -0.33518824
-1.5035586, 9.691729, -0.19153613
-1.5801731, 9.414001, -0.23942018
-0.8714894, 9.739613, -0.019153614
-0.7278373, 10.457873, -0.095768064
-2.6719291, 10.879252, 0.8714894
-3.2273839, 12.842498, 1.1971009
-3.1507695, 13.464991, 1.9919758
1.5801731, 10.228029, 3.217807
6.2632318, 13.694834, -2.0494366
-1.8291701, 12.105083, 1.2641385
-1.8195933, 10.208876, 1.733402
0.21068975, 7.8050976, 0.60333884
0.7278373, 6.3302693, 2.5761611
0.076614454, 6.5122285, 2.1452048
1.3790601, 5.1235914, 1.4939818
0.63206923, 4.4723687, 2.2026656
-0.30645782, 5.554548, 4.405331
0.10534488, 11.291056, 9.346964
-3.265691, 16.146496, 7.335834
4.1180267, 10.304645, 4.6830587
3.6296098, 17.171215, -0.9864111
0.10534488, 3.8115692, -2.5187001
-3.0358477, 8.42759, -3.0550013
-1.5897499, 12.871228, 3.8498764
0.1340753, 8.772355, -1.2354081
-0.30645782, 9.634268, 1.8579005
-1.733402, 9.279925, 0.8619126
-2.2984335, 8.7053175, -0.6991069
-1.3215994, 8.935161, -0.51714754
0.076614454, 9.203311, -0.12449849
-0.48841715, 9.931149, 0.4405331
-2.528277, 10.01734, 0.19153613
-1.8866309, 11.760319, 0.8714894
-2.1260512, 13.560759, 1.283292
-3.8019924, 13.22557, 2.6048915
2.9879637, 10.486604, 2.681506
5.6120086, 15.868769, -1.7429788
-2.882619, 12.306197, 3.514688
-0.9864111, 9.442732, 1.1300632
1.4269443, 7.575254, 0.019153614
1.5514427, 5.3821654, 1.7429788
0.58418524, 5.793968, 1.4652514
1.7621324, 4.271256, 0.46926352
1.5035586, 3.7924154, 2.7102363
-0.2777274, 7.642292, 8.0445175
-2.6240451, 17.372328, 10.955867
2.135628, 12.823344, 7.153875
3.9456444, 12.612655, -0.6512229
0.8714894, 9.461885, 1.0342951
-3.3039982, 3.8019924, -5.449203
-3.122039, 11.262324, -0.22984336
-0.076614454, 10.524911, 1.1204864
1.043872, 9.404425, 1.1204864
-1.4556746, 8.983045, 0.5650316
-3.074155, 9.021352, -0.47884035
-2.183512, 8.8777, -0.61291564
0.5554548, 9.069236, 0.076614454
-1.0630256, 9.653421, 0.21068975
-2.27928, 9.931149, 1.2641385
-2.815581, 10.199299, -0.095768064
-1.8195933, 12.497733, 0.60333884
-3.2848446, 14.231135, 2.681506
-0.78529817, 11.15698, 2.8921957
5.2863975, 14.614207, -2.4133554
-2.9017725, 13.522451, 2.327164
-2.6719291, 10.342952, 2.1643584
-0.46926352, 7.9487495, 0.12449849
0.48841715, 5.793968, 0.02873042
1.1875241, 5.631162, 1.3982137
1.6089035, 4.7309427, 0.33518824
0.8331822, 3.6583402, 1.2354081
0.30645782, 6.3206925, 5.602432
-2.3463178, 17.362751, 10.716447
4.060566, 9.011775, 6.3685765
3.86903, 12.871228, -1.283292
-0.48841715, 12.909535, 2.8921957
-2.480393, 2.2601264, -7.0964136
-1.2737153, 12.401965, 1.3599066
-0.59376204, 10.352529, 0.48841715
1.7142484, 9.682152, 1.0821792
-1.1683705, 8.686164, 0.6799533
-2.719813, 8.858546, -0.5267244
-1.4652514, 8.772355, -0.7086837
0.06703765, 8.944737, 0.16280572
0.20111294, 9.864111, 0.29688102
-0.9864111, 10.084377, 0.8523358
-2.633622, 10.457873, 0.34476504
-1.4077905, 13.64695, 0.51714754
-2.9113493, 14.135366, 2.6048915
0.009576807, 11.176133, 2.5953147
5.6215854, 14.30775, -1.5801731
-1.4269443, 13.733141, 2.0590134
-1.6663644, 10.28549, 2.078167
0.80445176, 8.37013, -0.34476504
0.89064306, 5.8226986, 0.35434186
0.7757214, 5.257667, 1.13964
1.3503298, 4.4340615, 0.4309563
1.4269443, 3.122039, 1.4652514
0.6895301, 6.1770406, 5.1523223
0.6703765, 16.443377, 12.890382
0.62249243, 15.255854, 8.063671
5.439626, 11.415554, -2.1739352
-0.1340753, 10.860099, 0.51714754
-3.763685, 6.0142345, -5.410896
-1.4173675, 11.769896, 2.4708161
0.2777274, 9.921572, 0.5554548
-0.2777274, 9.279925, 0.5650316
-1.7525556, 9.308656, 0.5746084
-1.9728222, 8.944737, -0.8810662
-0.90979666, 8.7053175, -0.4213795
0.39264908, 9.050082, -0.1436521
-0.8523358, 10.160992, 0.5746084
-1.8770541, 10.093954, 0.92895025
-2.6527755, 11.884817, 1.0821792
-2.7389667, 14.623784, 1.5131354
-2.2026656, 13.560759, 3.7732618
4.185065, 10.94629, 2.4420857
5.5258174, 14.566323, -3.083732
-3.8115692, 12.200851, 3.86903
-0.48841715, 9.069236, 1.2258313
1.2737153, 5.659893, 0.16280572
1.1492168, 5.056554, 0.7661445
1.5131354, 5.00867, 0.05746084
1.3311762, 3.4380736, 0.82360536
0.93852705, 5.1810527, 4.012682
0.10534488, 13.484144, 11.204864
-0.6607997, 13.503298, 7.144298
4.548983, 8.571242, -1.0534488
2.480393, 17.286137, 0.60333884
-0.5554548, 2.72939, -5.3725886
-2.1930888, 9.414001, -2.1164744
-2.2601264, 11.233594, 2.087744
1.4077905, 9.11712, -0.06703765
-0.4213795, 9.385271, 0.31603462
-0.90021986, 9.030929, -1.1013328
-0.90021986, 8.848969, -0.90021986
0.24899697, 8.868123, -0.49799395
-0.10534488, 9.56723, -0.5267244
-0.4405331, 9.9790325, 0.5554548
-2.9592333, 11.166556, -0.47884035
-1.3790601, 13.589489, 0.29688102
-2.3558946, 13.761871, 1.982399
1.9249382, 10.333375, 2.815581
7.1251445, 13.599066, -0.23942018
-0.24899697, 12.430696, -0.38307226
-3.2465374, 11.099519, 3.0262709
1.3024458, 8.619126, -0.48841715
1.5801731, 6.1770406, 1.0151415
0.8810662, 5.6120086, 1.4173675
1.2641385, 4.3861775, 0.6607997
1.5610195, 4.060566, 1.091756
0.90021986, 6.0716953, 3.86903
0.91937345, 13.484144, 11.042058
-5.267244, 19.115307, 7.699753
5.353435, 10.25676, -1.5705963
1.5705963, 8.485051, -0.7374141
-0.9959879, 4.3478703, -5.2863975
-2.4899697, 13.283031, 2.5378537
0.45968673, 8.7532015, 0.12449849
-0.1436521, 9.346964, -0.19153613
-0.78529817, 9.126697, 0.4213795
-0.90021986, 9.097966, -1.5514427
0.11492168, 9.097966, -0.62249243
1.1204864, 8.762778, -0.6703765
-0.545878, 10.093954, -0.095768064
-1.3120226, 10.448297, 0.35434186
-2.930503, 10.994174, -0.12449849
-0.80445176, 13.493721, 0.6512229
-2.384625, 12.880805, 2.432509
2.183512, 10.371682, 3.265691
8.619126, 13.857639, -1.2737153
0.22984336, 13.800179, 0.4309563
-3.2561142, 11.18571, 2.882619
1.733402, 7.7572136, -0.009576807
1.8866309, 5.765238, 1.5897499
0.9576807, 6.1004257, 1.5131354
1.6376339, 3.9839516, 0.24899697
1.4269443, 3.5625722, 2.1930888
1.1013328, 6.349423, 5.1906295
-1.7046716, 17.401058, 11.693281
1.4556746, 12.325351, 7.1826053
